	N2_mockRNAi_1	N2_mockRNAi_2	N2_rege1RNAi_1	N2_rege1RNAi_2	glp1_mockRNAi_1	glp1_mockRNAi_2	glp1_rege1RNAi_1	glp1_rege1RNAi_2
WBGene00007063	9.643893385	9.630037926	9.371885773	9.429654467	9.377795008	9.380264157	8.505685834	8.94661672
WBGene00007064	8.715722674	8.873477842	8.776844481	9.012820074	8.525158618	8.512753634	8.771651993	8.777022989
WBGene00044165	4.665950878	4.845812068	4.180494385	4.865441771	4.701569846	4.444823778	3.93115879	4.404202943
WBGene00007065	8.86364908	8.801125218	8.825987849	8.921378216	8.974661493	8.977340489	9.135575088	8.867444069
WBGene00003525	3.568459649	3.34835794	3.707765223	3	3.161636323	3	3.602338481	3.464679968
WBGene00007067	5.764531485	5.993551988	5.224342426	5.927799262	6.390173479	6.608208624	6.067638625	6.525272477
WBGene00007069	3.312049054	3	3	3.163720912	3.439001031	3	3	3.591374561
WBGene00005532	3	3.184667984	3.464629901	3.444155505	3.671542928	3.167385061	3	3.707835725
WBGene00004964	5.978540981	6.22185825	5.874348786	5.652507118	6.835739282	6.56387303	6.55485153	6.772628886
WBGene00007070	10.72163679	10.56876248	10.32034622	9.871432564	10.77961534	10.88170939	10.22733565	10.72036636
WBGene00000024	3	3	3	3	3	3	3	3
WBGene00004098	3	3	3	3	3	3	3	3
WBGene00007071	13.05275634	13.09646296	12.89008455	12.54896404	13.54252379	13.46847139	12.4782278	13.36176696
WBGene00000724	3.312049054	3.184667984	3.172045082	3	3.161636323	3.167385061	3.473663856	3.172065523
WBGene00007072	9.186604284	8.992743957	8.584625683	7.893421764	8.816733601	8.91986973	8.354011509	8.584803718
WBGene00007073	10.07827273	10.20213179	10.01317511	9.942222238	10.58579496	10.65304844	10.50860536	10.53671688
WBGene00006428	5.281999441	4.899603971	4.333339693	5.240420402	5.149941477	4.841346622	5.210148127	5.659960326
WBGene00004929	8.896184717	8.853173255	9.254733639	9.303633745	9.226119796	9.255726316	9.279656252	9.221016714
WBGene00014997	4.962599525	5.142048884	4.871742386	4.357407004	5.97749896	6.227346192	5.902496678	5.947391441
WBGene00043988	3	3	3	3	3	3	3	3
WBGene00043989	3	3	3	3	3	3	3	3
WBGene00043990	3	3	3	3	3	3	3	3
WBGene00007075	3	3	3	3	3	3	3	3
WBGene00007076	3	3	3	3	3	3	3	3
WBGene00007079	3	3	3	3	3	3	3	3
WBGene00007082	7.029746708	6.542421467	7.27537162	6.59166383	7.765570641	7.966393352	8.027184998	7.876476134
WBGene00007083	4.06116351	4.242177977	4.097536574	4.057659929	4.474216138	4.234643761	3.720470448	4.87187453
WBGene00007084	6.184158882	6.592275929	6.302437559	6.440174152	6.90588051	6.578803461	6.522690038	6.339175677
WBGene00007085	3.445943361	3.750843922	4.180494385	3.310741453	4.127997033	3.691628499	3.175740279	3.464679968
WBGene00001528	3	3	3	3	3	3.167385061	3	3
WBGene00005032	3	3	3.591313418	3	3.161636323	3	3.332378776	3
WBGene00005033	3.164444999	3	3	3	3.161636323	3.167385061	3	3
WBGene00005034	3	3	3	3	3	3	3	3
WBGene00005035	3	3	3	3	3.439001031	3.167385061	3	3.172065523
WBGene00007080	5.68550701	5.461090436	5.570347056	5.346493141	6.061848089	6.227346192	5.951640051	6.409655716
WBGene00007081	6.907394756	6.761614526	6.731778459	6.391441548	7.563403672	7.866504315	7.177900913	7.46949246
WBGene00005027	3	3.184667984	3	3.310741453	3.439001031	3	3	3.172065523
WBGene00003231	12.61841855	12.56877049	12.78940534	12.86619435	12.70117979	12.68220611	12.74057554	12.85320642
WBGene00005028	3	3	3	3	3	3	3	3.32577875
WBGene00005029	3.312049054	3.750843922	3.464629901	3.163720912	3.871753528	3.317352977	4.114963073	3.707835725
WBGene00005030	3	3	3	3	3	3.317352977	3.175740279	3
WBGene00014998	4.361517449	4.608019428	3.915774072	4.057659929	5.070728547	4.738725169	4.277974249	4.404202943
WBGene00000797	8.175278747	8.227290034	8.095226599	8.234678031	8.168872814	8.172368276	8.407829676	8.228090405
WBGene00014999	9.294837131	9.404433958	9.257124601	9.551103266	9.17732324	9.144718915	9.047899469	9.145583493
WBGene00015000	3.312049054	4.065188354	3.464629901	3.971869056	4.474216138	4.157180344	4.736297171	4.768390809
WBGene00044701	5.910671649	5.387698028	5.53925027	5.85777599	5.364412311	5.838156308	6.067638625	5.947391441
WBGene00003010	10.66954472	10.84551121	10.85651504	10.80063205	11.25479003	11.16626427	11.27232568	11.10919392
WBGene00007087	12.53494295	12.61547923	12.50678328	12.42556347	12.54829598	12.46685817	11.52152017	12.41519263
WBGene00007088	11.19682247	11.07470041	11.0238188	10.99732261	11.25646893	11.22379493	11.17286424	11.28353204
WBGene00007089	10.61550105	10.44646578	10.33286776	10.61234841	10.53597741	10.59823191	10.59717139	10.58985568
WBGene00007090	9.816084299	9.877968673	9.832583157	9.82936506	10.22447965	10.18780593	9.918357673	10.12492171
WBGene00007091	11.31475056	11.36316729	11.35653314	11.37065985	11.58426508	11.56012121	11.31754897	11.51095156
WBGene00007092	11.20746848	10.72218409	10.8931021	10.98505774	10.93026068	10.94717637	10.8400019	11.10189548
WBGene00007093	11.46526041	11.08053443	11.184439	11.16495993	11.43707836	11.29672268	11.19853885	11.49584411
WBGene00000138	7.91155254	8.31897778	8.518398846	8.366594519	8.49892264	8.48131502	8.715850891	8.193550263
WBGene00007094	10.82511253	10.81346584	10.83106294	10.84504216	11.05769322	10.94141171	10.52086873	10.9475916
WBGene00000722	10.25857463	9.628047516	9.193634314	8.154197534	9.079548043	8.951761565	8.372174883	8.371832627
WBGene00007100	11.62819846	11.66201807	11.55710773	11.60019397	11.75392095	11.70154664	11.28196489	11.86968765
WBGene00007101	12.06927112	12.10959726	11.96656826	11.89275787	11.99791657	11.89588911	11.65408112	11.90671257
WBGene00001646	7.370148988	7.369045885	7.501942772	7.155761342	8.044825839	8.022075112	7.913960068	7.603320898
WBGene00007102	9.13796535	9.821607768	9.915143687	9.827839724	10.20953449	10.07122546	9.615127044	9.980448344
WBGene00007103	9.276978523	9.172834573	8.749933742	8.620268847	9.426331948	9.405607531	9.23320984	9.369857401
WBGene00007104	4.665950878	5.310370964	4.5976365	4.661341425	4.897924725	5.373708926	5.210148127	5.102130782
WBGene00000723	8.665130054	8.294087923	8.384834776	7.771768178	9.041103622	8.847739291	8.818767953	8.712270596
WBGene00007096	4.665950878	4.899603971	4.535961615	4.486759395	5.029429053	5.069890873	5.288747021	4.713725351
WBGene00007097	6.397536472	7.369045885	7.72560709	7.638903696	9.228402777	9.127051867	9.74972986	10.15600725
WBGene00001533	3.883733382	3.863409062	3.915774072	3.971869056	3.439001031	4.075320463	3.332378776	4.259046081
WBGene00000491	5.88731999	5.864245092	6.374681754	5.950404928	6.484877785	6.6370264	6.235780703	6.509312328
WBGene00007099	9.735011135	10.04690267	9.768663805	9.810953721	10.20490465	10.21553635	10.33543351	9.892433159
WBGene00006932	11.98721484	12.04877533	11.90995398	12.02377017	12.13565016	12.0481482	11.69388883	12.009927
WBGene00000814	12.29733687	12.36665623	12.13657867	11.98597392	12.24905732	12.1922466	11.2807635	12.15546785
WBGene00015001	4.870331863	5.310370964	4.968294276	5.001554543	5.551087522	4.890043754	4.791327808	5.372986386
WBGene00015002	6.203196442	6.112216593	6.125307325	5.972661841	6.160789784	6.405399837	5.877282644	6.146258432
WBGene00015003	3	3	3	3	3.161636323	3	3	3
WBGene00000403	10.13265928	10.13223225	10.19625883	10.53500146	10.26507604	10.26714505	10.26305935	10.50889343
WBGene00015004	4.361517449	4.156395598	4.713598963	4.605462309	5.767485271	5.862764229	5.249982772	5.184842384
WBGene00015005	5.317376462	5.142048884	5.441723871	5.311994899	5.636084985	5.267132669	5.326496896	5.50761826
WBGene00044394	4.962599525	5.096710225	5.224342426	4.865441771	5.816867951	5.934165554	5.249982772	5.407840414
WBGene00001919	3	3	3	3	3	3	3	3
WBGene00007110	12.89540962	13.04964495	12.92640391	12.76342173	13.07661707	12.96799104	12.89890641	13.08992543
WBGene00007111	13.19357642	13.17132412	13.05512515	13.09059371	13.05668107	12.96763657	12.47008174	13.00426292
WBGene00007112	10.96970121	10.93838917	12.76546187	12.9506127	10.95941495	10.98759602	13.04404711	12.50419933
WBGene00001019	11.18070469	11.16669854	11.08902031	11.05452392	11.03309132	11.0651889	10.4816716	11.11183877
WBGene00007113	10.73804725	11.06222423	10.69130245	10.67985234	11.07428759	11.0337028	10.23355836	10.66651485
WBGene00007114	9.33422862	9.45021417	9.280818773	9.163124895	9.672551839	9.723708362	9.260281805	9.635506262
WBGene00044290	8.665130054	9.102898885	8.972861812	8.92993479	9.235230123	9.054137289	9.143527939	8.816470781
WBGene00007105	11.16622502	10.91163915	11.01748623	10.91135682	10.89620373	10.94285504	11.05201912	11.02118888
WBGene00001020	11.0229059	11.34813171	11.03361455	10.83899731	11.18304034	11.14133726	10.54308437	10.916917
WBGene00007106	12.80483751	12.47333005	12.27544225	12.17928896	12.36616752	12.47186568	12.64926692	12.5074671
WBGene00007107	11.13558407	11.41949023	11.19819158	10.79048769	11.16468019	11.12680676	11.41220558	11.09121323
WBGene00007108	11.30100936	11.38041449	11.53511049	11.37013596	11.2503034	11.22676023	11.05342682	11.48772165
WBGene00007109	11.63916197	11.18644479	11.46134051	11.43268616	11.26316505	11.38802737	11.2807635	11.30853308
WBGene00001921	3	3	3	3	3	3	3	3
WBGene00001922	3	3	3	3	3	3	3	3
WBGene00001920	3	3	3	3	3	3	3	3
WBGene00015006	3.975174388	3.750843922	3.172045082	3.310741453	3.871753528	3.577329224	3.720470448	4.097633432
WBGene00015007	12.77353661	12.66534019	12.36987981	12.65060712	12.41408815	12.40012764	12.44830969	12.43908372
WBGene00015008	7.082106486	7.21844363	7.147175229	7.258974657	7.481551967	7.657363373	7.52496975	7.851373638
WBGene00004415	14.36203949	14.92726077	14.84103714	15.13455877	14.6043976	14.64387477	14.81813034	14.4633182
WBGene00015009	10.90431589	11.0339399	11.04542066	10.82988226	11.09257426	11.06319955	10.79695096	10.99850112
WBGene00015010	10.08598575	10.46554008	10.24766254	9.593012111	10.66546304	10.69989531	10.21355047	9.984783392
WBGene00006961	13.20734357	13.52914734	13.13529647	13.2798695	13.26978801	13.2272954	11.85472308	13.04928294
WBGene00015011	11.56980511	11.52967641	11.29967966	11.22413577	11.65130969	11.64059326	11.61981032	11.57176975
WBGene00015012	5.910671649	5.629730673	5.744042559	5.706626664	5.149941477	5.787644297	5.975597918	5.82378585
WBGene00015013	5.006610872	5.186006019	5.184700552	4.912254147	5.225030567	5.267132669	4.895465829	5.014387266
WBGene00015014	6.695186557	7.1754785	6.785770008	6.75466731	7.097905152	7.055168085	7.48379871	7.062391956
WBGene00015015	3.312049054	3.495353523	3.325741999	3.880652209	3	3.453189218	3.473663856	3.464679968
WBGene00006646	6.493450382	6.671719407	5.874348786	6.215973986	6.69755866	6.692990497	6.313031851	6.825146684
WBGene00007115	6.164866744	6.134821669	6.339011821	5.784179888	6.390173479	6.43851771	6.255484738	6.357121103
WBGene00007116	5.543345929	6.065915291	6.166591629	6.099441205	6.160789784	6.129337526	6.506336372	6.146258432
WBGene00015024	7.834283751	7.637911112	8.062792426	7.37213649	8.401124392	8.493184929	8.639175182	8.436558736
WBGene00015025	11.21099976	11.56651779	11.23079422	11.16435574	11.40362954	11.33239988	11.12880844	11.26226251
WBGene00044413	7.934518323	7.629976481	7.418956564	7.294748441	8.159332246	8.177281612	8.601179271	7.766636092
WBGene00044644	6.823759428	7.228987917	6.759026792	6.341005091	8.825808424	8.875212544	8.394562176	7.961046995
WBGene00044646	4.292085683	4.608019428	4.333339693	4.357407004	6.061848089	5.595471662	5.434158726	4.920959699
WBGene00015017	11.9524769	12.04803116	11.93219383	11.97946266	12.13077663	12.05283431	11.15527192	11.91960099
WBGene00015018	3.312049054	3	3.707765223	3	3.439001031	4.157180344	3.602338481	3.464679968
WBGene00004466	12.37965626	12.01604374	12.10639769	11.94082439	11.81101585	11.91476687	12.00524306	11.8642079
WBGene00015019	3.164444999	3.34835794	3.707765223	3.163720912	3.559952221	3.167385061	3.602338481	3
WBGene00015020	3	3	3.325741999	3	3	3.167385061	3.93115879	3
WBGene00015021	10.47864422	10.49750763	10.27269349	10.40703136	10.48819346	10.35324301	10.42624699	10.49680285
WBGene00002191	13.6436496	13.67786272	13.50943126	13.63299338	13.43901344	13.45715325	13.46945978	13.27357389
WBGene00015022	8.160744245	8.123737966	7.501942772	7.771768178	7.511856246	7.62176209	7.90774742	7.444530925
WBGene00015023	11.91327355	11.6170664	11.65871514	11.78408298	11.92624596	11.8850435	11.61171121	11.84645214
WBGene00015026	4.609987739	4.323144747	4.768262359	4.605462309	5.521604569	5.735299377	5.534341162	5.923503042
WBGene00015033	3.445943361	3	3.464629901	3.163720912	3.306974015	3	3.473663856	3.464679968
WBGene00015034	5.978540981	5.864245092	5.771062387	5.476784729	6.3571716	6.371503826	6.274923281	6.426750572
WBGene00000232	6.941805635	6.977094982	6.97194946	6.889457692	7.402883593	7.317973489	6.990731886	7.08410425
WBGene00015027	6.883989563	6.608518453	6.717958839	6.099441205	6.961834171	7.16807353	6.967026091	7.062391956
WBGene00001676	5.351906708	5.186006019	5.407692854	5.085648122	5.608305212	5.504570205	5.468331706	5.970890726
WBGene00000099	11.61670734	11.57790487	11.55710773	11.50175309	11.74796585	11.57834421	11.61266641	11.61668924
WBGene00015028	9.186604284	10.37823906	9.655404698	10.2091703	12.18497087	12.32629474	11.04919959	11.93087828
WBGene00015029	10.40244633	10.66896743	10.46076781	10.34226575	10.73615583	10.6263497	10.45954426	10.66741407
WBGene00015030	6.164866744	5.94321127	6.082806736	5.809131406	7.267347408	7.272780703	6.855248275	7.19801038
WBGene00015031	3	3	3	3	3	3.167385061	3	3
WBGene00015032	6.46218227	6.671719407	6.320840588	6.099441205	6.774565226	7.117845376	6.855248275	7.116072034
WBGene00015035	5.601901798	5.809092683	5.474970611	5.203255955	5.33080887	5.069890873	5.534341162	5.570498269
WBGene00015036	3.786102089	3	3.172045082	3.444155505	3.775118483	3.691628499	3.720470448	3.464679968
WBGene00015037	9.179412162	9.091387723	8.780173301	8.862999518	9.412343229	9.457018189	8.442624505	9.079562202
WBGene00015038	7.645369386	7.290684768	7.469318844	6.980136575	7.496783674	7.698956726	8.077866527	7.766636092
WBGene00003889	5.13112053	5.228663341	4.656782537	5.476784729	5.187974495	5.504570205	5.363284135	5.441872229
WBGene00044111	3.975174388	3	4.258940229	3.880652209	4.204207141	3.896192664	3.602338481	3.815593777
WBGene00015040	6.364093822	6.089251681	6.206727328	6.079069967	6.529996277	6.824081459	6.617100378	6.61749425
WBGene00015041	5.956270751	6.089251681	5.923345185	6.016171327	6.141536852	6.454795853	6.404119032	5.99401337
WBGene00015042	8.028238987	7.434285441	5.570347056	4.865441771	5.608305212	5.761709226	5.851620093	5.058925982
WBGene00015043	11.25442662	11.07689094	10.10230986	9.640704685	11.228229	11.21844198	10.80282165	10.61896609
WBGene00015044	12.75631924	12.71259642	10.69306949	10.60968795	10.18152996	10.22149481	9.265149864	9.27156722
WBGene00015045	8.160744245	7.911034603	6.948470539	6.924133593	5.521604569	5.565803045	6.089759703	5.899212426
WBGene00015046	4.06116351	4.541899042	3.815515264	3.783276423	3.962320089	3.988534886	3.82965727	3.707835725
WBGene00003765	12.94925927	12.45463994	12.09641796	11.61530402	12.46821616	12.68652031	12.77148288	12.22521772
WBGene00003766	9.019451432	9.399775012	9.29252151	9.261317804	8.732384353	8.810275022	9.436769582	8.691203573
WBGene00003767	8.222696011	8.671838791	8.035195565	7.98385947	7.96493227	8.075687422	7.103747827	6.661484719
WBGene00003768	5.543345929	6.283854282	5.224342426	5.311994899	4.411302243	5.229782818	4.277974249	4.821060324
WBGene00003769	8.836472203	9.23431214	8.294607482	8.403926843	8.296211313	8.614068941	8.094372295	7.444530925
WBGene00006142	3	3	3	3.163720912	3.161636323	3	3	3.172065523
WBGene00006141	3.164444999	3	3.172045082	3	3	3	3	3
WBGene00006274	3	3.184667984	3	3	3	3.167385061	3	3.32577875
WBGene00015047	10.7814451	10.75993811	10.90687206	10.76520878	11.08251374	10.98549667	11.13081013	11.26464133
WBGene00015048	10.94092751	11.40037622	11.12349978	11.17399253	11.28142071	11.30796688	11.00477723	11.17390267
WBGene00004055	8.732200153	9.252514339	8.934536697	9.004742575	9.035899417	8.881247309	8.505685834	8.931724852
WBGene00015049	5.51315194	5.597542874	5.899054976	5.679820648	6.657457044	6.885414812	6.522690038	6.460344345
WBGene00015050	9.778499047	9.948252471	11.81861356	11.68562342	10.23700574	10.33136913	12.26270701	12.0801493
WBGene00015051	7.403453174	7.108532009	7.357888559	7.116319807	8.100724677	8.142531589	8.225036644	8.203503544
WBGene00015052	7.411660465	7.629976481	12.02946106	12.46485795	5.46076713	5.595471662	10.97685872	10.35999673
WBGene00015053	4.870331863	4.472602116	4.40408982	4.605462309	4.753220266	5.152050789	5.628016247	4.656906699
WBGene00015058	3.786102089	3.628747025	3.325741999	3.971869056	4.803085268	5.565803045	5.657936713	5.144079247
WBGene00044582	5.738667984	5.564620517	5.68843567	5.507598647	5.999053066	6.43851771	5.744145896	5.899212426
WBGene00015054	3	3	3	3	3.161636323	3	3.332378776	3
WBGene00015055	7.559333783	6.989551088	7.34894965	6.767454821	7.81501779	7.698956726	8.044277432	7.062391956
WBGene00006418	8.573000372	8.367505169	8.825987849	8.328270435	8.164110417	8.080940685	8.657804351	8.65176309
WBGene00015056	8.814974915	9.131281262	8.607292481	8.341158578	9.129263793	9.139693225	8.757902751	8.879910875
WBGene00000717	6.654268914	7.676942584	8.371655194	8.053382001	7.96493227	7.810681985	7.678823013	7.188018997
WBGene00000718	6.184158882	6.157078011	7.040177124	6.957995566	5.149941477	4.444823778	4.198769781	5.263068045
WBGene00000599	5.764531485	5.836932422	7.177786158	6.270890662	6.160789784	6.067168395	6.538860403	5.659960326
WBGene00015057	11.60646526	11.40851614	10.83426912	10.82070926	11.02457763	11.05321145	10.25574046	11.11381923
WBGene00015059	8.385720231	8.477715092	8.051816947	7.972859969	8.919212766	8.810275022	8.68348755	8.719225125
WBGene00015061	12.96485559	13.27433722	12.78112217	13.50784279	13.44295072	13.27663367	12.12053228	13.2145073
WBGene00015062	3.164444999	3.863409062	3.325741999	3	3.306974015	3.317352977	3.93115879	3.464679968
WBGene00015063	7.514312173	8.168247994	7.469318844	7.231549883	7.986673531	7.983324686	7.656765206	7.375774983
WBGene00015064	9.444334928	9.766578608	9.338405656	9.167955448	9.638621868	9.635419163	9.49801556	9.494670968
WBGene00015065	4.361517449	4.541899042	4.180494385	3.444155505	5.296404029	5.787644297	5.399156615	5.50761826
WBGene00015066	3	3	3	3	3.439001031	3.577329224	3	3.32577875
WBGene00015067	7.318705245	7.443369135	6.924603183	7.012723719	7.909100991	7.884641875	7.888947326	7.759906919
WBGene00015074	11.7078385	11.68373983	11.52274331	11.44418052	12.01653039	11.9334008	12.16938906	11.81717529
WBGene00015075	12.63735159	12.92447435	12.75175074	12.57420138	12.79176439	12.77101371	12.72166396	12.64392267
WBGene00015076	6.240534092	5.751747774	5.441723871	5.165108763	7.185112442	7.309047477	7.564998394	7.580588232
WBGene00015077	3	3.495353523	3.172045082	3	3.161636323	3	3.175740279	3.32577875
WBGene00044537	3.883733382	4.156395598	3.325741999	4.138634266	4.047535517	4.508589298	4.277974249	4.597758249
WBGene00015068	3	3	3	3	3	3	3	3
WBGene00015069	3	3	3	3	3.161636323	3	3.473663856	3
WBGene00015070	3	3	3.591313418	3.163720912	3.161636323	3	3.175740279	3.464679968
WBGene00015071	3	3.184667984	3.815515264	3.310741453	3	3	3.332378776	3
WBGene00015072	3.445943361	3.34835794	3	3.163720912	3	3.317352977	3.175740279	3.172065523
WBGene00015073	11.04285791	10.83433296	10.95553051	11.0368084	10.86792798	10.85359362	10.82853706	10.81104229
WBGene00004359	8.58756278	8.428244828	8.461479695	7.617874967	8.813695931	8.752188794	8.679846396	8.854868593
WBGene00007117	5.385629771	5.049900379	5.474970611	4.715136667	6.179789163	6.405399837	5.566246805	6.166753204
WBGene00000907	4.962599525	4.789936556	5.441723871	5.001554543	5.840939545	5.624542427	5.083586551	5.600939532
WBGene00007118	11.30321677	11.66977889	11.48906678	11.63985126	11.4424966	11.37258098	11.32979891	11.15799554
WBGene00015085	6.477901035	6.608518453	8.001367042	8.144427157	6.983621819	6.86119346	7.397754834	7.832255911
WBGene00015086	3	3	3	3	3	3	3	3
WBGene00002048	9.770544006	10.28278493	9.884541163	10.66198667	10.1685106	10.17680813	10.27638163	10.23819215
WBGene00015079	3.786102089	4.399807964	4.471531936	3.678849386	4.701569846	4.628241229	4.353055734	4.097633432
WBGene00015080	4.427760582	4.156395598	3.172045082	3.678849386	3.871753528	3.896192664	3.82965727	3.815593777
WBGene00015081	6.000472655	6.089251681	6.206727328	6.471771415	5.910834417	5.680983505	6.255484738	6.321004217
WBGene00015082	3.975174388	4.671241775	7.393100427	7.484828017	5.397250838	4.68454057	6.586311664	6.99522281
WBGene00015083	13.77728485	13.45739967	13.64694737	13.68899176	13.70400891	13.64465817	13.72688727	13.7476984
WBGene00015084	6.930426295	6.089251681	6.540891791	6.079069967	7.258438274	7.387460534	7.837582024	7.073288949
WBGene00007127	3.164444999	3	3	3	3	3	3	3
WBGene00004413	13.43124465	14.16006214	14.05143676	14.14088078	13.93253394	13.96913105	14.04362932	13.37668882
WBGene00007119	4.551765837	4.845812068	5.143938561	5.085648122	5.49150651	5.373708926	5.715978033	5.224485342
WBGene00007121	7.957124243	8.391170169	7.697713975	8.010996821	8.065404155	8.032958143	7.037005964	7.786637313
WBGene00007122	10.59402509	10.69010869	10.54046737	10.4373556	10.66714702	10.5825766	10.62962033	10.31709299
WBGene00007123	3	3	3	3	3	3	3.473663856	3
WBGene00007125	4.292085683	3.750843922	4.535961615	3.971869056	4.753220266	4.444823778	4.895465829	4.404202943
WBGene00007126	5.006610872	4.399807964	4.333339693	4.057659929	4.897924725	4.508589298	5.434158726	4.713725351
WBGene00015087	6.997393726	6.8185762	8.126947602	8.12468563	7.694689157	7.759181277	7.857058951	8.584803718
WBGene00000211	9.115531164	9.226440342	8.809792017	9.111402916	9.242025312	9.264987324	9.143527939	9.193813654
WBGene00015088	9.76574984	9.488016802	9.393781851	9.012820074	9.758787708	9.668945922	9.639701222	9.542506464
WBGene00000886	11.01955357	11.22580274	10.87453529	10.75801854	11.09632894	11.1018286	10.86827163	11.15286799
WBGene00015089	7.951505884	8.237770097	8.280573168	7.771768178	9.006935796	8.875212544	8.768226948	8.816470781
WBGene00044615	3.568459649	3.750843922	4.097536574	3.566269616	4.411302243	4.569655345	4.353055734	3.815593777
WBGene00015091	11.60064393	11.52165792	11.5715884	11.66995939	11.46783817	11.59496355	10.90616221	11.33424114
WBGene00002583	13.43149693	13.42495056	13.41234594	13.6449531	13.27559506	13.2829155	12.46718011	13.29016117
WBGene00015092	11.08259542	11.13761268	10.92201944	10.84353332	11.15331059	11.08297067	11.08129616	10.89481966
WBGene00015093	5.482312491	5.142048884	4.471531936	4.138634266	5.149941477	5.229782818	5.434158726	5.263068045
WBGene00015094	8.685580493	8.309073306	8.367235108	7.869897894	8.825808424	8.988564934	9.138230913	9.084956525
WBGene00015095	12.42115303	12.28121239	12.28894222	12.24790683	12.55194639	12.47934451	12.60866961	12.48290416
WBGene00015096	10.04172315	10.17239345	9.801796562	9.666534777	10.45932772	10.36513376	9.775547687	10.04552883
WBGene00006538	6.612156806	6.989551088	6.556506287	6.829745533	6.972769124	7.263569747	7.208550017	6.960427905
WBGene00007128	9.554064408	9.159116023	9.153127524	8.969207857	9.505649051	9.47109085	9.698465998	9.48450243
WBGene00007129	10.57130905	10.64061748	10.51671706	10.2620845	10.39065929	10.40232885	10.48689037	10.25862395
WBGene00007130	8.308708621	8.333708153	9.121983159	8.98297883	8.669925233	8.628491372	9.103317894	8.736466176
WBGene00015097	7.200521508	6.71736703	7.12640105	6.675466473	7.688069302	7.972059237	7.729016405	7.746353674
WBGene00004243	10.25743667	10.05581443	10.42718829	10.39265892	10.12383538	10.15455778	10.2508405	10.13665742
WBGene00015098	8.218023804	7.871201181	8.007060501	7.380484411	7.640859769	7.890637408	8.032905006	7.799819052
WBGene00006745	9.380957427	9.643894435	9.140232313	9.461480438	9.564660578	9.454996556	9.456056681	9.34084158
WBGene00015105	10.35109507	10.72031691	10.42080418	10.23126191	11.617306	11.61728103	11.32397858	11.380489
WBGene00015106	7.019042793	6.671719407	6.98354717	6.341005091	7.34514661	7.300065895	6.955025504	7.427646689
WBGene00001613	6.539117476	6.134821669	6.58723725	6.341005091	6.484877785	6.188937953	6.36837127	6.837982761
WBGene00015107	7.071785451	7.073856571	7.435940083	7.507872131	7.185112442	7.128031879	7.114577344	7.237298009
WBGene00044674	6.895739622	6.671719407	7.177786158	6.675466473	7.563403672	7.453753983	7.791086455	7.557491624
WBGene00015099	11.79629873	11.84922253	11.57829663	11.55895604	12.6230795	12.62446529	12.86743992	12.58136857
WBGene00015100	4.551765837	4.156395598	6.039016012	5.972661841	4.592366937	4.569655345	4.557364873	5.33726943
WBGene00015101	11.00199479	10.93597774	10.93178063	10.89323975	11.10194271	10.97636401	11.26808819	11.07571757
WBGene00003845	5.910671649	6.134821669	5.849212119	5.732943682	6.453995317	6.486811281	5.597462085	5.744197245
WBGene00015102	15.06102052	14.74050274	15.1340902	15.07323923	14.75797399	14.75346898	14.91737711	14.80979989
WBGene00015103	4.142314433	4.323144747	4.40408982	4.215304267	3.775118483	4.308158984	3.473663856	3.707835725
WBGene00003609	9.186604284	9.395100972	9.108805255	8.93277574	9.522491463	9.454996556	9.042238719	9.311230186
WBGene00015104	11.95177354	11.91885245	11.74343879	11.68140664	11.87397951	11.80595879	11.93213651	11.74063271
WBGene00015108	3.164444999	3.184667984	3.325741999	3.163720912	3	3.453189218	3.332378776	3.591374561
WBGene00015110	8.165605367	8.089430443	9.518607126	9.344743796	8.846763625	8.838464036	9.291634472	9.997710925
WBGene00015111	4.821886463	4.731809492	4.820929961	4.912254147	5.149941477	5.229782818	5.902496678	5.30064573
WBGene00015112	9.993327792	10.20613993	9.819700364	9.713547498	10.11892171	10.14706408	9.930665865	9.696685109
WBGene00015113	3.786102089	3.628747025	4.097536574	4.486759395	4.127997033	4.075320463	4.557364873	4.404202943
WBGene00015114	3	3	3	3	3	3.167385061	3	3
WBGene00007131	5.839451215	5.564620517	5.337123588	5.240420402	5.26115863	5.407553769	4.736297171	5.82378585
WBGene00007132	4.06116351	3.863409062	3.464629901	4.057659929	4.345519166	3.896192664	3.720470448	3.815593777
WBGene00007133	5.281999441	5.564620517	5.372839664	5.476784729	5.864616083	5.373708926	5.902496678	5.716661173
WBGene00007134	3	3	3	3.163720912	3	3	3	3
WBGene00007135	12.04441496	12.02854674	11.96839335	12.05962704	11.78991747	11.78840428	11.50412403	11.85831356
WBGene00000513	3	3.628747025	4.009515923	3.163720912	3.306974015	4.157180344	3.332378776	3.32577875
WBGene00007136	6.524055158	6.542421467	5.849212119	6.841887319	5.910834417	5.735299377	5.597462085	5.849368712
WBGene00007137	10.56947623	10.93114276	10.58206611	10.41923765	10.52858575	10.60462916	10.85218539	10.52088353
WBGene00002003	12.12586359	11.8224918	11.79905624	11.8316637	11.88523663	11.7505823	11.43019712	11.86303096
WBGene00007138	5.933651348	6.0180786	5.99385437	6.099441205	5.955617941	5.910755568	6.439002395	6.146258432
WBGene00007139	8.872595452	9.954619726	9.082082745	9.624981691	9.124368608	9.38451909	9.108744428	8.436558736
WBGene00000511	7.378547388	7.46136672	7.603146555	7.500231585	7.746582115	7.896608127	7.634364908	7.901149312
