	N2_mockRNAi_1	N2_mockRNAi_2	N2_rege1RNAi_1	N2_rege1RNAi_2	glp1_mockRNAi_1	glp1_mockRNAi_2	glp1_rege1RNAi_1	glp1_rege1RNAi_2
WBGene00007943	9.332068194	9.378621541	9.290188545	9.433671321	9.385998746	9.436673237	8.798763514	9.301995348
WBGene00016418	12.97959518	12.83347616	12.78257516	12.94253067	12.58126848	12.62805848	12.04080737	12.58065276
WBGene00016419	11.67667832	11.41487973	11.1156158	11.02886447	11.57263195	11.68525514	11.65454498	11.65300683
WBGene00016420	7.713343013	7.744643723	7.565057507	7.116319807	8.604639201	8.539711418	8.316983996	8.53443525
WBGene00003996	12.80288879	13.01426882	12.3152822	12.249047	12.83678735	12.81541935	11.65408112	12.35674381
WBGene00016421	11.02424465	11.34389351	11.07485891	11.02952814	11.20233163	11.0684984	10.37987253	11.11183877
WBGene00016422	9.834516	11.02413496	10.23437569	10.82147591	10.56697617	10.6191458	10.39660648	9.909255205
WBGene00004109	11.30872055	11.36137127	11.34814664	11.34529611	11.5026791	11.43237126	11.26930017	11.42104119
WBGene00016423	6.312429789	6.178996216	6.302437559	6.54786341	6.27120486	6.188937953	5.951640051	6.26507483
WBGene00003846	6.430221431	6.455299966	6.850536419	6.341005091	6.736575678	6.679201678	6.55485153	6.704173432
WBGene00016424	8.799421195	9.047383881	9.563732085	10.03239259	9.802347132	9.70681733	10.786831	10.62267984
WBGene00016425	9.440329011	9.441173608	9.090151597	9.429654467	10.11028231	10.20835356	10.54908428	10.36776275
WBGene00044073	7.219345763	7.39736769	8.958241619	9.0235202	8.144902044	7.937725267	9.291634472	9.315825532
WBGene00000681	7.082106486	6.913148324	7.67643443	7.673284448	5.999053066	5.407553769	5.744145896	6.061237557
WBGene00016427	6.413971511	5.94321127	5.899054976	6.037443695	5.955617941	5.735299377	6.404119032	5.688589289
WBGene00016428	6.397536472	6.542421467	6.146097146	5.927799262	6.390173479	6.301224834	6.601788152	6.718126846
WBGene00016429	4.06116351	4.242177977	4.471531936	4.215304267	4.127997033	4.444823778	4.114963073	4.597758249
WBGene00016430	3	3.184667984	3.172045082	3	3.439001031	3.317352977	4.198769781	3.915859522
WBGene00016431	8.811877557	8.951953732	8.760084184	8.266554909	8.786065184	8.813434472	8.562155541	8.73303441
WBGene00000173	3.445943361	3	3.464629901	3.444155505	3.775118483	3.577329224	4.025986116	3.707835725
WBGene00044016	4.609987739	3.863409062	4.258940229	4.357407004	4.276592652	4.378109038	4.557364873	4.821060324
WBGene00044024	3	3.34835794	3.464629901	3.880652209	3.306974015	3.317352977	3	3.172065523
WBGene00007946	6.413971511	5.94321127	6.186799046	5.652507118	5.225030567	5.440622797	4.679083896	5.30064573
WBGene00007947	8.735473185	8.87683433	8.376061779	7.453518535	9.329696181	9.20610601	8.936352678	8.573335327
WBGene00007948	3.883733382	4.671241775	4.656782537	4.138634266	5.26115863	5.787644297	5.127019131	5.407840414
WBGene00007949	3.164444999	3.967823512	3.464629901	3.566269616	3.559952221	3	3	3.32577875
WBGene00007950	7.475690238	7.864454024	7.851198113	7.258974657	8.417224498	8.167438149	7.974658012	8.376239225
WBGene00007951	5.78993948	5.836932422	5.441723871	4.817059347	6.122023508	6.454795853	6.133009589	6.245939268
WBGene00007952	13.48886475	13.64502115	13.52712272	13.49780605	13.50488139	13.45196762	12.76870032	13.49461808
WBGene00007953	4.870331863	4.671241775	4.471531936	4.215304267	5.397250838	5.152050789	4.94484522	4.713725351
WBGene00006701	9.444334928	9.682766523	9.640829974	9.734864753	9.473288958	9.617455496	9.466661359	9.455643217
WBGene00016432	10.39935436	10.108159	10.10230986	10.18911323	10.07646569	9.940059948	9.822538638	9.987666205
WBGene00016433	3.164444999	3.628747025	3.591313418	3.566269616	4.897924725	4.841346622	5.16918229	4.471648197
WBGene00016434	10.66096378	10.48326488	10.38189464	10.00025166	10.90622033	10.78845593	11.30401194	11.03727811
WBGene00016435	11.24756557	11.35657093	11.51726798	11.13072954	11.66527983	11.59588126	12.1768353	11.65799197
WBGene00016436	3.568459649	3.750843922	4.097536574	3.880652209	4.345519166	4.157180344	3.93115879	3.707835725
WBGene00016437	3.568459649	3.495353523	3.325741999	3.310741453	4.592366937	4.378109038	5.326496896	4.097633432
WBGene00000748	9.806779385	9.005066253	9.978820046	9.878817221	8.034425552	6.405399837	7.092836402	8.14272701
WBGene00006887	10.69330334	10.65143659	10.59346415	10.73052735	10.65616585	10.6361967	10.1531197	10.63284365
WBGene00016438	10.10002008	10.05729439	10.1761844	10.1615256	10.14090262	10.19023855	10.02265272	10.34882939
WBGene00044743	5.910671649	6.178996216	5.823629708	5.380185677	6.2888129	5.787644297	6.439002395	6.20688946
WBGene00004746	11.84256414	12.29695794	11.94411424	12.16425863	11.85008681	11.94208712	10.49933893	11.67865426
WBGene00007959	9.316853937	9.267935499	8.522379844	8.315266118	9.160683931	9.008000001	8.892980527	8.898411389
WBGene00044121	4.142314433	4.065188354	4.820929961	3.783276423	4.803085268	4.378109038	4.277974249	4.821060324
WBGene00007954	3.883733382	3.863409062	4.5976365	3.783276423	4.986912363	5.339050987	4.791327808	5.058925982
WBGene00007955	10.37961647	10.45322672	10.6215714	10.56643958	10.72002206	10.68272148	10.87783798	10.92746475
WBGene00003239	9.097837927	9.354748084	9.22572869	9.020852599	9.074480927	9.13212171	9.460307911	9.240483474
WBGene00002975	6.760904819	6.702311067	6.39219136	6.270890662	6.799346981	6.336792231	6.586311664	6.924773034
WBGene00007956	10.19580261	10.27771538	10.19001552	10.3957508	10.17917153	10.22387132	9.80760067	10.14571965
WBGene00007957	7.759088062	8.567692357	8.607292481	8.991178757	7.96493227	7.62176209	8.646655741	8.573335327
WBGene00007958	4.427760582	4.731809492	4.656782537	4.138634266	4.345519166	4.508589298	5.038805731	4.968429636
WBGene00016439	11.26068739	11.24670868	11.23383225	11.02886447	11.40967767	11.39963599	11.24917108	11.39738899
WBGene00016446	11.18669525	11.32005003	11.14172988	11.01082906	11.10753471	11.1432218	11.24178122	11.12368095
WBGene00016447	11.21862135	11.36017268	11.27982759	10.60791159	11.53300918	11.55918046	11.82700724	11.3285677
WBGene00016448	5.170345147	4.472602116	4.820929961	4.547331346	5.579980007	5.267132669	5.628016247	4.713725351
WBGene00016449	10.64712721	11.11006902	10.87997534	10.84353332	11.13334791	11.06187179	10.86266183	10.8723786
WBGene00016450	9.100378856	8.992743957	8.132167284	7.258974657	8.998934655	8.911048194	8.661501491	8.213388627
WBGene00016451	3.975174388	4.242177977	4.097536574	4.288104535	4.592366937	4.93715068	4.679083896	4.471648197
WBGene00000204	9.340690556	9.54609177	9.840576874	9.771825113	9.843140868	9.828927881	9.962483978	9.526736876
WBGene00016452	9.303684213	9.509799563	9.389429141	9.126370801	9.932667254	9.870474666	10.18300854	9.391786796
WBGene00016440	10.10508981	9.945058275	10.10230986	9.624981691	10.63567067	10.55452825	10.83591777	10.61150977
WBGene00016441	5.933651348	5.751747774	5.771062387	5.624666484	6.373766903	6.371503826	6.089759703	6.556672658
WBGene00000767	12.27051233	12.0898479	12.11003969	12.04197446	12.24652525	12.20733728	11.65639892	12.22857254
WBGene00016442	9.892842891	9.833748481	9.692977214	9.708583076	10.02091764	9.965845335	10.13727618	10.0288323
WBGene00016443	11.50367902	11.50819393	11.34083869	11.26922685	11.75114496	11.77185215	11.51540428	11.63427261
WBGene00016444	11.70032071	11.26090776	11.30488922	11.35061712	11.57442778	11.56200086	11.41494604	11.67865426
WBGene00016445	6.895739622	7.062110378	6.863147966	6.728747151	7.328216843	7.281933224	7.352728695	7.375774983
WBGene00000418	10.50285462	10.59549271	10.59251775	10.59810228	10.67050909	10.65745058	10.17656343	10.58415293
WBGene00005436	3	3	3	3	3	3	3	3
WBGene00023513	3	3	3.172045082	3	3.161636323	3	3	3
WBGene00005435	3	3	3	3	3	3	3	3
WBGene00007960	3.164444999	3.184667984	3	3.310741453	3	3.453189218	3.175740279	3.172065523
WBGene00007961	4.771757581	5.228663341	4.920825893	4.661341425	4.411302243	4.93715068	5.326496896	4.920959699
WBGene00023508	3.164444999	3	3	3	3.306974015	3.167385061	3	3
WBGene00016453	12.21736872	12.2591974	12.0595659	11.90763555	12.141719	12.12231425	11.51131257	11.96492232
WBGene00016462	7.876403496	7.653650643	7.69065561	7.388784305	8.296211313	8.220764502	8.354011509	8.111350845
WBGene00016463	5.78993948	5.891050279	5.630599261	5.833658712	6.544727569	6.283106815	6.294103391	5.947391441
WBGene00016454	6.626331198	6.263483522	6.68991601	6.288741305	7.194484587	7.097254024	7.025575845	6.936756167
WBGene00016455	8.20863375	8.437366515	8.247285551	7.893421764	8.401124392	8.132447308	7.379912652	7.845029169
WBGene00016456	7.191016465	7.496702021	7.237125826	7.268001608	7.953937528	7.810681985	7.784320195	7.655010917
WBGene00016457	13.18761442	13.59647772	13.0645407	13.27679825	13.02189777	13.13402933	12.45391683	12.63383689
WBGene00016458	9.649109317	10.14898649	9.953980535	10.00835427	9.782286551	9.675905989	9.658323643	9.73493232
WBGene00016459	4.870331863	6.455299966	5.849212119	5.476784729	8.283093225	8.420454815	7.837582024	7.595783073
WBGene00016460	10.47375301	10.31530978	10.19126635	10.07930002	10.29042707	10.1817064	10.19836032	10.38863362
WBGene00016461	5.86358413	6.065915291	5.970732094	5.758789225	5.792387893	6.227346192	5.798883555	5.50761826
WBGene00007963	9.772138527	10.12801311	8.384834776	7.96732861	9.459750324	9.548974512	7.267961419	7.610819544
WBGene00007970	3.312049054	3.495353523	3.464629901	3.310741453	3.306974015	3.167385061	3	3.591374561
WBGene00044167	5.385629771	5.049900379	5.143938561	4.817059347	5.636084985	5.624542427	6.195546438	5.82378585
WBGene00007964	10.77748117	10.96544065	10.55899627	10.20212313	10.96832078	11.10312011	10.17785476	10.60776712
WBGene00014697	9.26343798	9.359554485	8.99595025	8.741881703	9.248788646	9.169588066	8.650381525	9.142999843
WBGene00007965	11.57117964	11.4940568	11.43623948	11.4486535	11.56903357	11.52874803	11.73657629	11.59747423
WBGene00007966	11.17287958	10.91000188	11.09638308	11.18117811	10.83609603	10.95148479	11.04566741	10.96744152
WBGene00007967	7.52191402	7.349851005	7.366772424	7.429582292	8.029197157	8.059811878	7.968701854	7.518156082
WBGene00000264	10.28226692	10.26752252	10.37750586	10.32938754	10.25054766	10.27747771	10.04688303	10.23212731
WBGene00007969	13.35721939	13.09159618	13.59992232	13.56033861	13.07010838	13.1316582	13.41683964	13.48176791
WBGene00007977	7.395198927	7.108532009	7.461046274	7.249890868	8.368374922	8.308471257	8.220031094	8.024183531
WBGene00007978	11.29047781	11.5809949	11.49920204	11.5055744	11.99590792	11.84623581	11.17480576	11.74872724
WBGene00007979	11.80606047	12.00917797	11.91639731	11.69485718	11.94580143	11.81307906	11.50051628	11.86185306
WBGene00044120	3.786102089	3.628747025	3.591313418	4.288104535	3.871753528	3.797533271	3.93115879	3.707835725
WBGene00044614	9.458268683	9.541869181	9.266649017	9.036784713	9.383952181	9.227581165	9.213197082	9.285690759
WBGene00000527	10.72904461	10.72962872	10.66543415	10.65081507	10.79201613	10.83505895	10.93623198	10.99205538
WBGene00007971	12.55337414	12.20448154	12.20597987	12.16395642	12.5124461	12.40903137	12.55700629	12.53605647
WBGene00003925	11.05666193	11.24151053	11.02522227	11.04995186	11.16050181	11.06319955	11.30342049	11.03240035
WBGene00007972	11.65480447	11.57584116	11.5102692	11.49983864	11.59889639	11.54594519	11.42368067	11.48364321
WBGene00007973	5.601901798	6.0180786	5.372839664	5.380185677	5.690089524	5.910755568	5.951640051	5.372986386
WBGene00007974	11.74403855	11.912325	11.6939983	11.48974586	11.78720995	11.79321309	12.06264162	11.73635412
WBGene00007975	12.03614409	12.22536736	12.21615408	12.43109941	11.97905946	11.95036272	11.45916228	11.95979324
WBGene00007976	10.07827273	10.10386876	10.25844331	10.47876643	10.2460478	10.24508558	9.726974481	10.12492171
WBGene00016464	3.975174388	3.863409062	3.815515264	3.566269616	3.962320089	3.988534886	3.602338481	4.097633432
WBGene00016465	3.312049054	3.34835794	3.464629901	3.444155505	3.671542928	3.896192664	3.473663856	3.32577875
WBGene00016466	3	3	3.325741999	3	3	3.167385061	3.332378776	3.172065523
WBGene00016467	3	3	3	3	3	3	3.473663856	3
WBGene00016468	5.090799579	5.096710225	5.71650701	4.865441771	5.029429053	5.303539922	5.468331706	5.475119732
WBGene00016469	10.52098657	10.57704004	10.59629965	10.48941853	10.41491644	10.43858904	10.47117709	10.26100878
WBGene00001841	5.208531476	5.001520655	3.707765223	3.971869056	5.608305212	5.504570205	4.198769781	4.097633432
WBGene00044576	4.665950878	4.608019428	4.968294276	4.817059347	4.851284172	5.152050789	4.736297171	5.144079247
WBGene00016479	3	3	3	3	3	3	3	3
WBGene00016480	3	3	3	3	3	3	3	3
WBGene00016481	4.870331863	4.731809492	4.471531936	4.715136667	6.041218622	6.533540472	6.456132796	6.20688946
WBGene00016483	3.883733382	3.628747025	3.172045082	3.310741453	4.127997033	3.988534886	4.114963073	3.815593777
WBGene00016484	3	3.184667984	3	3	3.306974015	3.317352977	3.82965727	3
WBGene00016471	3.312049054	3.184667984	3	3	3.161636323	3	3.175740279	3.172065523
WBGene00016472	3	3	3	3	3.161636323	3.453189218	3.175740279	3.172065523
WBGene00016473	3	3	3	3	3	3.577329224	3	3
WBGene00016474	8.111210332	8.162758762	7.870065732	7.796933414	9.275529305	9.157207077	9.522617354	9.228347565
WBGene00016475	3.312049054	3	3.707765223	3.783276423	3.439001031	3.317352977	3.332378776	3.172065523
WBGene00016476	3	3	3.325741999	3	3	3	3	3
WBGene00016477	3.164444999	3.184667984	3.591313418	3	3.161636323	3.896192664	3.473663856	3.32577875
WBGene00016478	3.164444999	3.628747025	3.172045082	3.310741453	3.161636323	3	3	3
WBGene00016485	10.69750509	10.52878217	10.65005148	10.69833445	10.48533273	10.55263883	10.36973819	10.35554016
WBGene00006550	4.292085683	4.671241775	4.180494385	4.138634266	3.871753528	3.988534886	3.720470448	3.707835725
WBGene00016486	9.046056304	8.521261855	8.790113924	8.655091214	8.448895515	8.086174888	8.220031094	8.280750315
WBGene00016487	3	3.628747025	3.172045082	3.163720912	3	3	3	3.172065523
WBGene00016488	3.164444999	3.34835794	3.172045082	3.783276423	3.306974015	3.317352977	3.332378776	3.32577875
WBGene00044560	3	3	3	3	3	3	3	3
WBGene00016489	10.40861046	10.44533587	10.35981601	10.47389845	10.27173242	10.4106976	10.3999301	10.31938317
WBGene00016490	8.637403901	8.804654119	8.557722968	8.702472245	8.792251245	8.803935288	8.785271438	8.502541894
WBGene00003369	11.63303267	11.923323	11.61277865	11.73325072	12.23464984	12.01044522	12.42810437	12.22582827
WBGene00003370	12.72907584	13.04405767	12.6389362	12.44931795	13.23274139	13.10079682	13.33759645	13.18561171
WBGene00044683	5.049319244	5.891050279	5.68843567	4.912254147	5.070728547	5.111555616	4.679083896	4.821060324
WBGene00007980	12.85384914	12.93538047	12.7275998	12.83938264	12.62827573	12.54876107	12.06857115	12.55342854
WBGene00007981	5.572920925	5.661215979	5.143938561	5.276651471	5.716352155	5.708397042	6.067638625	5.475119732
WBGene00007982	9.092742604	9.956207158	9.387247851	9.666534777	9.647179464	9.819530496	9.576483846	9.443096046
WBGene00007983	7.995851793	8.012174523	7.925231771	7.827784957	8.479886178	8.592161302	8.153327385	8.494457159
WBGene00006537	14.48155645	14.53895803	14.57959463	14.51968199	14.20102126	14.3045396	14.37785199	14.10403397
WBGene00044230	3.164444999	3.184667984	3	3	3	3	3.332378776	3
WBGene00007984	7.566702661	8.353117571	7.825651208	8.094557398	8.120526254	8.027526889	7.804524509	7.444530925
WBGene00007985	9.854221474	9.688508044	9.432376343	9.576757673	9.642051	9.638985211	9.605562849	9.745189771
WBGene00004372	5.814907736	5.530929291	5.372839664	5.652507118	5.933399941	5.886959443	5.534341162	5.539400816
WBGene00007986	5.630311948	5.424860882	5.337123588	5.445298279	6.179789163	6.319118137	6.133009589	6.283959901
WBGene00007987	6.568778395	6.71736703	7.083933148	6.358013915	7.740196659	7.705773844	7.707718419	7.595783073
WBGene00002128	5.738667984	5.001520655	5.68843567	5.596278002	6.373766903	6.188937953	6.647245732	6.602527546
WBGene00001452	7.746165384	7.452395992	7.640255814	7.790683138	8.611652207	8.412142629	9.0077997	8.530486926
WBGene00004110	12.941486	12.76357608	13.04616632	12.95725518	12.63086684	12.65031543	12.47665473	12.67488204
WBGene00016491	7.693285073	7.406686071	7.557317522	7.276972429	7.997422519	8.086174888	8.385648903	7.901149312
WBGene00000871	12.04045086	11.96649528	12.07455545	12.17839155	11.8504574	11.87184445	11.79706887	11.81189871
WBGene00004111	10.8464604	11.01426293	10.90991429	10.97751089	11.08629466	11.05521461	10.30739007	10.89788777
WBGene00016492	6.612156806	6.687096321	6.731778459	6.234512787	6.972769124	7.022777832	6.91841292	6.572120128
WBGene00016493	13.60893805	13.8170454	13.68850738	13.48818189	13.690928	13.74124088	13.83611859	13.57708098
WBGene00016494	11.3784222	11.54452605	11.05644472	11.35750523	11.31993196	11.25550213	10.46060567	11.10455373
WBGene00077520	3.681381128	3.34835794	3.172045082	3.566269616	3.871753528	4.157180344	4.114963073	3.591374561
WBGene00007988	5.450799384	6.0180786	5.372839664	5.380185677	5.864616083	5.838156308	6.133009589	5.923503042
WBGene00007989	5.13112053	5.349552516	4.656782537	4.486759395	5.364412311	5.565803045	4.844336239	4.656906699
WBGene00007990	3	3	3	3.310741453	3	3.167385061	3	3.172065523
WBGene00007991	8.984114982	8.78692266	9.007357369	8.980235131	9.226119796	9.208507985	9.434610568	9.049527411
WBGene00007992	3.312049054	3.863409062	3	3.678849386	3	3.577329224	3	3.591374561
WBGene00004202	8.330516335	8.616695686	8.518398846	8.591792838	8.735597949	8.732295122	8.883514392	8.633472845
WBGene00016495	11.83151854	11.76432905	11.64554346	11.67420971	11.81557842	11.78800282	11.13546996	11.69638403
WBGene00016502	3.445943361	3.750843922	4.180494385	4.057659929	3.439001031	4.075320463	5.127019131	4.180595991
WBGene00016503	3.883733382	3.628747025	3.707765223	3.310741453	3.161636323	3.453189218	3.602338481	3.464679968
WBGene00016504	6.786376204	6.490782354	6.374681754	6.991080946	7.378421551	7.719312196	7.671507819	7.690830394
WBGene00016505	8.317471304	7.744643723	7.919205354	7.875814919	8.899291025	8.794373143	8.969539005	8.949576736
WBGene00016496	12.36678618	12.41536365	12.27573707	12.2444809	12.21031295	12.22138003	12.24925726	12.14388477
WBGene00016497	3.786102089	3.750843922	3.915774072	3.310741453	3.775118483	3.691628499	3.175740279	3.707835725
WBGene00001697	3	3	3.172045082	3	3.161636323	3	3	3
WBGene00016498	13.35655527	13.83936731	13.33070298	13.70611307	13.10267328	13.1147902	13.3160605	13.10659667
WBGene00016499	7.784591261	7.77374259	7.799643756	7.631928121	8.140059723	8.04913029	8.312288015	8.304065636
WBGene00016500	8.446898106	9.14526577	9.013027284	9.301437264	9.242025312	9.296940559	9.329309847	9.114270068
WBGene00016501	11.38155931	11.55241878	11.5360953	11.34849107	11.60021918	11.4976598	11.27715333	11.47133824
WBGene00007993	10.86824264	10.82827783	10.88384856	10.92354775	10.88249758	10.90854922	11.05201912	10.90629157
WBGene00007994	4.665950878	5.049900379	4.920825893	4.547331346	5.46076713	5.267132669	5.715978033	5.058925982
WBGene00007995	3.164444999	3	3	3	3	3	3	3.172065523
WBGene00000457	6.539117476	7.119907722	6.995052389	6.817500695	6.529996277	6.773065385	6.617100378	6.541057994
WBGene00000458	7.378547388	7.857675163	7.870065732	7.700211056	8.055151687	8.070414961	8.004075445	8.046474058
WBGene00002990	8.250415891	8.636632476	8.698081829	8.584585139	8.618631289	8.566174702	9.027988902	8.573335327
WBGene00003591	4.292085683	4.323144747	3.915774072	4.605462309	4.345519166	4.890043754	4.492424369	4.597758249
WBGene00000859	3	4.242177977	3.591313418	3.566269616	5.636084985	5.111555616	5.825492778	5.224485342
WBGene00000860	3.445943361	3.863409062	3.325741999	3.566269616	5.579980007	5.735299377	5.363284135	5.014387266
WBGene00016511	8.881486687	8.964627849	9.052104748	8.862999518	9.174957913	9.085838676	9.434610568	9.166087787
WBGene00045308	6.184158882	6.242821005	6.039016012	6.099441205	6.762012867	6.354252423	7.059598062	6.759195187
WBGene00016506	7.122667733	7.548133407	6.798957983	7.222291204	7.526772974	7.732724684	7.306251906	7.477717911
WBGene00016507	9.631649037	10.11385954	9.467902436	9.830888784	9.928460877	9.970098446	9.67305042	9.518786967
WBGene00000861	3.164444999	3.628747025	3.172045082	3.444155505	4.648001392	4.378109038	4.277974249	4.597758249
WBGene00016508	12.30946673	12.62224444	12.25555045	12.30740126	12.32248949	12.20222414	11.87197839	12.09091348
WBGene00016509	12.2109167	11.80718025	11.9713087	11.84341203	11.78798405	11.89402499	12.07897595	11.96419071
WBGene00002010	13.49189186	13.64588211	13.61887019	13.69318646	13.35217755	13.43373387	13.48948804	13.38025818
WBGene00003528	8.947891246	8.801125218	8.546037867	8.521820701	8.960997821	9.083223338	9.182647594	8.967210419
WBGene00006576	4.870331863	5.001520655	4.471531936	4.605462309	4.753220266	5.111555616	5.363284135	5.263068045
WBGene00008000	12.7376703	12.41073992	12.50803858	12.48822068	12.624597	12.5387739	12.73751375	12.58256081
WBGene00008001	5.13112053	4.731809492	5.01425045	4.957595178	5.663339934	5.267132669	5.951640051	5.899212426
WBGene00001689	11.03291639	11.10649945	11.04126482	10.84353332	11.1859799	11.09729921	11.13147674	11.0070509
WBGene00004343	12.32936898	12.25178377	12.26745911	12.47634323	12.14896808	12.18128273	11.81003523	12.14582175
WBGene00008002	3.312049054	4.242177977	4.258940229	3.566269616	4.411302243	4.157180344	4.277974249	3.591374561
WBGene00005691	3.164444999	3	3.172045082	3	3.161636323	3	3	3.172065523
WBGene00045390	6.721834161	6.913148324	6.995052389	6.59166383	7.410946295	7.705773844	7.541114725	7.207933043
WBGene00005690	3.445943361	3.34835794	3.172045082	3	3.306974015	3	3.332378776	3
WBGene00016512	6.240534092	5.780705131	6.39219136	5.809131406	6.774565226	6.486811281	7.177900913	6.850705639
WBGene00016513	6.654268914	6.640464987	6.320840588	6.924133593	7.026234172	7.177912673	7.508642052	7.177957936
WBGene00006794	11.38781314	11.63253742	11.53363202	11.81328186	11.4522961	11.5478434	11.5301402	11.31371147
WBGene00016514	3	3.967823512	3.815515264	3.163720912	3.439001031	3.167385061	3.175740279	3.172065523
WBGene00016515	3.975174388	3.628747025	3.464629901	3.880652209	4.592366937	4.68454057	4.895465829	4.404202943
WBGene00016516	3.312049054	3.34835794	3.591313418	3.566269616	4.276592652	4.308158984	4.619507671	4.180595991
WBGene00016517	4.06116351	3.863409062	3.707765223	3.444155505	4.345519166	4.628241229	4.198769781	4.259046081
WBGene00016518	3.568459649	3.750843922	3.464629901	3.163720912	3.775118483	3.453189218	3.473663856	3.815593777
WBGene00000225	9.475988016	9.359554485	9.404606518	9.327576862	9.529914326	9.610206928	9.613219271	9.478366726
WBGene00007996	4.665950878	3.495353523	4.535961615	4.547331346	3.775118483	3.453189218	3.332378776	3.591374561
WBGene00007997	4.491095141	4.789936556	4.5976365	4.215304267	4.851284172	4.308158984	4.114963073	4.597758249
WBGene00007998	4.292085683	3.863409062	4.656782537	4.057659929	4.534500708	4.569655345	4.619507671	5.263068045
WBGene00007999	7.659222738	7.31067767	7.752971131	7.905041407	7.015698498	6.301224834	6.662085444	6.718126846
WBGene00008003	8.418670944	8.162758762	8.299255411	8.129646395	7.886149118	7.810681985	8.189627508	7.949264754
WBGene00003210	13.94993898	13.92909699	13.97506386	14.05025851	13.76651369	13.78333911	13.01616365	13.61974891
WBGene00008005	11.97757223	11.61455546	11.76669905	11.72712691	11.9405893	11.86272336	12.00196605	11.94281102
WBGene00008006	11.22270867	11.10721407	11.30373316	11.37170706	11.17596088	11.24266838	10.98351999	11.2864615
WBGene00003912	11.40127081	11.41430238	11.25790887	11.1960341	11.40008973	11.35534253	11.27172108	11.43113597
WBGene00008007	5.88731999	5.809092683	5.849212119	5.652507118	6.787009314	6.371503826	6.748054304	6.850705639
WBGene00000193	4.219142721	4.323144747	4.5976365	4.912254147	4.592366937	4.628241229	4.94484522	4.656906699
WBGene00008008	9.048690004	9.175562698	8.845185863	8.90700351	9.163072757	9.005239541	9.410645685	8.981742281
WBGene00008009	3.164444999	3.184667984	3	3.163720912	3.161636323	3.317352977	3	3
WBGene00008010	5.317376462	5.692028801	5.68843567	5.476784729	6.588039869	6.548786467	6.522690038	6.146258432
WBGene00008012	3	3	3.172045082	3	3	3	3	3.172065523
WBGene00008013	3.975174388	3.628747025	3.591313418	4.357407004	4.204207141	3.797533271	4.025986116	3.815593777
WBGene00008014	4.870331863	4.731809492	4.713598963	4.215304267	3.671542928	3.577329224	3	4.009607435
WBGene00008015	3.445943361	3	3.325741999	3.163720912	3	3.317352977	3.175740279	3.591374561
WBGene00008016	6.760904819	6.608518453	6.556506287	6.016171327	6.749350334	6.897374681	6.930720643	6.374846049
WBGene00008017	5.601901798	4.399807964	5.224342426	4.288104535	5.149941477	5.303539922	4.619507671	4.920959699
WBGene00008018	7.200521508	6.776067173	7.157451208	7.249890868	7.599127284	7.177912673	7.238561523	7.312802322
WBGene00008019	9.975444891	9.907807521	10.3742055	10.31856718	10.26951704	10.41590353	10.69331077	10.48563009
WBGene00008020	4.491095141	4.065188354	4.535961615	4.288104535	4.803085268	4.841346622	4.025986116	4.920959699
WBGene00008021	6.022075913	5.692028801	6.039016012	6.079069967	6.323397089	6.149479156	6.955025504	6.426750572
WBGene00008022	4.292085683	3.750843922	4.333339693	3.678849386	4.943104547	3.988534886	5.127019131	4.968429636
WBGene00008023	4.551765837	3.628747025	4.820929961	4.138634266	5.33080887	4.790948159	5.363284135	5.184842384
WBGene00008024	3	3	3	3.163720912	3.775118483	3.167385061	3	3
WBGene00008025	4.551765837	4.671241775	4.009515923	4.423532435	4.047535517	4.508589298	4.198769781	4.259046081
WBGene00001252	3.312049054	3.750843922	4.097536574	3.678849386	4.411302243	4.569655345	3.82965727	3.32577875
WBGene00016519	3.445943361	3.184667984	3	3	3.161636323	3.317352977	3.175740279	3
WBGene00016528	3	3	3	3	3	3	3	3
WBGene00005144	3	3	3	3	3	3.167385061	3	3
WBGene00005142	3	3	3.172045082	3.163720912	3	3	3.473663856	3.32577875
WBGene00016520	9.299267454	9.768386898	9.035486701	9.374303002	9.544646451	9.434622872	8.948508942	9.132618728
WBGene00016521	5.543345929	5.349552516	5.143938561	4.661341425	5.070728547	5.680983505	5.16918229	5.372986386
WBGene00016522	6.668037477	6.362577317	6.837813653	6.94679632	7.156625071	7.022777832	7.863493262	7.82582662
WBGene00016523	10.34682131	9.946656257	10.00323911	9.423608138	9.295264476	9.352296933	9.635947718	9.538580197
WBGene00016524	10.16578996	9.891306632	9.873675053	9.96460477	9.991648591	9.802141345	10.00530059	9.934873129
WBGene00016525	3.568459649	3.863409062	5.101991309	5.679820648	4.047535517	3.988534886	4.198769781	4.471648197
WBGene00016526	3	3.184667984	3.915774072	5.380185677	3	3.691628499	3.473663856	3.591374561
WBGene00016527	3.312049054	3.495353523	3.464629901	3.444155505	3.306974015	3.167385061	3.473663856	3.707835725
WBGene00016529	3	3	3	3	3	3	3	3
WBGene00043983	8.458828418	8.258504563	9.354126447	9.254521403	8.703135244	8.822871519	9.22573755	9.457723844
WBGene00016530	5.170345147	4.789936556	4.768262359	5.203255955	5.49150651	5.407553769	5.566246805	5.50761826
WBGene00016531	7.700002086	7.669220311	7.22740383	7.096187172	7.942858351	7.829530443	7.50040838	7.82582662
WBGene00016532	3.445943361	3.34835794	3.464629901	4.138634266	3.439001031	3.988534886	4.424422326	4.259046081
