	N2_mockRNAi_1	N2_mockRNAi_2	N2_rege1RNAi_1	N2_rege1RNAi_2	glp1_mockRNAi_1	glp1_mockRNAi_2	glp1_rege1RNAi_1	glp1_rege1RNAi_2
WBGene00015158	4.032129483	4.033389744	4.442976613	3.836587268	4.836486432	4.876319277	3.871552142	4.452187592
WBGene00015159	7.135153792	6.590943182	8.022880915	7.839692378	7.13806948	7.581924441	7.920012013	8.321429342
WBGene00015160	3.376938259	3	3	3	3	3	3	3
WBGene00015161	3	3	3.297690316	3	3	3	3	3
WBGene00015162	4.228740898	3.431828966	3.54433698	3.836587268	4.050615415	3.684486619	3.774933909	3.961277016
WBGene00015163	3	3	3	3	3	3	3	3
WBGene00007150	3	3	3	3	3	3	3	3
WBGene00001137	3	3.15874315	3.426278156	3.177560818	3.402093432	3.313654502	3.161589261	3
WBGene00007152	3	3.15874315	3	3.177560818	3.280104283	3.313654502	3.161589261	3.21143436
WBGene00007153	4.556203609	3.661358331	3.65346132	3.177560818	3.618902645	3.789567328	4.411025135	3.706070801
WBGene00007154	3	3	3.156509871	3	3.146839394	3	3	3
WBGene00007155	3.533936598	3.551153539	3.754908845	3.938692934	3.973994676	3.789567328	4.276331885	3.961277016
WBGene00007156	3	3	3	3	3	3	3	3
WBGene00003508	4.88254416	4.629312613	4.862158701	4.747371162	4.652062648	5.012801033	5.07039018	5.16106624
WBGene00007054	8.161279959	7.515199612	8.04307808	8.136814885	8.087442842	8.052150199	7.54111203	8.704311999
WBGene00007158	3	3	3	3	3	3	3	3
WBGene00007159	3.376938259	3	3	3	3.280104283	3	3	3
WBGene00007165	3	3	3	3	3.146839394	3	3	3
WBGene00007166	3	3	3	3	3	3	3	3
WBGene00006289	3	3	3	3	3	3	3	3
WBGene00007161	3	3	3	3	3	3	3.161589261	3
WBGene00006080	3	3	3	3	3	3	3	3
WBGene00007162	4.481039608	3.661358331	3.849689043	3.726700989	4.123371269	3.448137644	3.962103937	4.880982825
WBGene00007163	3	3	3	3	3	3	3	3
WBGene00007164	3	3	3	3	3	3	3	3
WBGene00004469	3.533936598	3.431828966	3.65346132	3.938692934	3.618902645	3.571146702	3.671377669	3.706070801
WBGene00007167	3.200744779	3	3	3.177560818	3.402093432	3	3	3.559263004
WBGene00007168	4.133781893	4.456655316	4.247957842	3.938692934	4.496412524	4.557197317	4.203955806	3.961277016
WBGene00007169	3	3	3	3	3.146839394	3	3	3
WBGene00007170	3.376938259	3.15874315	3.156509871	3.335643599	3.402093432	3.448137644	3.30688891	3.559263004
WBGene00007171	3.675514316	3.15874315	3.426278156	3	3	3.16533442	3.30688891	3
WBGene00007172	3	3	3	3	3.146839394	3.16533442	3.30688891	3
WBGene00007173	3	3	3	3	3	3	3	3
WBGene00044636	4.032129483	3.15874315	3.156509871	3.177560818	3.807346091	3.684486619	4.047306292	3.706070801
WBGene00003729	3	3	3	3	3	3	3	3.21143436
WBGene00007174	3	3	3	3.335643599	3	3.16533442	3	3
WBGene00007175	3.922768025	3.661358331	3.849689043	3.938692934	4.440559578	4.671595897	4.473931904	5.259462404
WBGene00007176	7.097904319	7.081939969	6.741515455	7.263398571	7.019174231	6.926648642	6.798934793	7.095886761
WBGene00007177	3	3.15874315	3	3.335643599	3	3	3	3.706070801
WBGene00006712	4.133781893	3.301737941	3.849689043	4.362689523	4.440559578	4.223846317	3.30688891	4.751712826
WBGene00015167	3.675514316	3.301737941	3	3.177560818	3	3.571146702	3.671377669	3.21143436
WBGene00015168	4.939805331	4.328885064	4.247957842	4.362689523	3.716198971	4.615530216	4.127756154	4.533097392
WBGene00015169	3.376938259	3	3.426278156	3	3	3	3	3.706070801
WBGene00043982	4.401743307	3.948984728	4.559730357	3.938692934	4.602022197	4.432940149	4.345249847	5.259462404
WBGene00015170	3	3	3	3	3	3	3.161589261	3
WBGene00015171	4.695714468	4.629312613	4.950351706	4.956555821	4.792543263	5.137479889	4.592070135	4.682457633
WBGene00015172	3.376938259	3.301737941	3.54433698	3	3	3.16533442	3	3.21143436
WBGene00000895	3.675514316	3.15874315	3.65346132	3.726700989	3.280104283	3.789567328	3.438884535	4.073732044
WBGene00000903	3	3	3.156509871	3	3	3.16533442	3.161589261	3
WBGene00015173	7.147359582	6.459827826	6.729102638	6.537119596	6.910302266	7.079532196	6.573339641	7.186217266
WBGene00004498	11.01584122	11.83406046	11.57006604	11.50591196	11.40800585	11.1124835	11.22721592	10.76837158
WBGene00015175	3.200744779	3.301737941	3	3.335643599	3.716198971	3.684486619	3.30688891	3.559263004
WBGene00004393	3.376938259	3.431828966	3.65346132	3.478102426	3.280104283	3	3.30688891	3.395805922
WBGene00001856	3.200744779	3.15874315	3.156509871	3.335643599	3	3.571146702	3.438884535	3
WBGene00000772	3	3	3	3	3	3	3	3
WBGene00001600	3.200744779	3.15874315	3.297690316	3	3.146839394	3.313654502	3.161589261	3.21143436
WBGene00003472	4.317833773	3.948984728	4.101565999	3.335643599	4.602022197	5.012801033	3.871552142	4.999616359
WBGene00015176	5.63812088	4.783497823	4.906929012	4.855751536	5.247911246	5.012801033	4.942775959	5.306253206
WBGene00015177	3.533936598	3.859333042	4.022394409	4.123488153	3.716198971	3.979226368	3.774933909	3.21143436
WBGene00015178	3	3	3	3	3	3	3	3
WBGene00015179	3.675514316	3.15874315	3.426278156	3.836587268	3.807346091	3.789567328	3.30688891	3.395805922
WBGene00015180	3.376938259	3	3	3.177560818	3	3	3	3
WBGene00015181	3	3	3	3	3	3	3	3
WBGene00001638	4.481039608	3.859333042	4.101565999	3.836587268	3.893075286	4.146824615	4.534209933	3.559263004
WBGene00015182	3	3	3.297690316	3	3.146839394	3.16533442	3.161589261	3
WBGene00015183	3.533936598	3	3.297690316	3	3.402093432	3	3.161589261	3
WBGene00015191	3.376938259	3.15874315	3.426278156	3.478102426	3.514566991	3.16533442	3.559809383	3.559263004
WBGene00015192	3	3	3	3	3	3	3	3
WBGene00015193	3	3	3	3.177560818	3	3	3.161589261	3
WBGene00015194	3.922768025	3.763738925	4.022394409	3.607749765	3.514566991	4.065457866	3.559809383	4.275334211
WBGene00044640	3	3	3.156509871	3	3	3	3.30688891	3.395805922
WBGene00015184	3.922768025	3.551153539	3.426278156	3.478102426	3.807346091	3.16533442	3.30688891	3.961277016
WBGene00015185	3.804431592	3.763738925	3.65346132	3	3.618902645	3.448137644	3.774933909	3.706070801
WBGene00015186	3.804431592	3	3.65346132	3	3.280104283	3.571146702	3.438884535	3.706070801
WBGene00000296	3.200744779	3	3.54433698	3.177560818	3.973994676	3.789567328	3.161589261	4.452187592
WBGene00015187	3.533936598	3.15874315	3.156509871	3.607749765	3.716198971	3.313654502	3.438884535	3.21143436
WBGene00015188	4.401743307	4.033389744	4.247957842	3.836587268	3.514566991	3.789567328	3.559809383	4.275334211
WBGene00015189	3.533936598	3.15874315	3.426278156	3.478102426	3.280104283	3.448137644	3.559809383	3.559263004
WBGene00015190	3.675514316	3.661358331	3.426278156	3.335643599	3.402093432	3.16533442	3.30688891	3.839309669
WBGene00002997	3.533936598	4.1886897	3.54433698	3.478102426	4.321915732	4.296963599	3.671377669	4.178051751
WBGene00005542	3	3.15874315	3	3	3.146839394	3	3	3
WBGene00005543	3	3	3	3	3	3	3.161589261	3
WBGene00005540	3	3	3	3	3.146839394	3	3	3
WBGene00005541	3	3	3	3	3	3	3	3
WBGene00015196	3.533936598	3.15874315	3.156509871	3	3.146839394	3.684486619	3.559809383	3.21143436
WBGene00015197	3.675514316	3.15874315	3	3.177560818	3.716198971	3.684486619	3.559809383	3.395805922
WBGene00015198	3	3	3	3	3	3.16533442	3	3
WBGene00015199	3	3	3	3	3	3	3	3
WBGene00015200	3.533936598	3.15874315	3	3.335643599	3.514566991	3.313654502	3.438884535	3.21143436
WBGene00002251	8.464186226	7.60757619	7.917422731	8.059598432	8.184146886	8.124239336	8.201344523	8.493039285
WBGene00007178	3.376938259	3	3.54433698	3	3.146839394	3	3.438884535	3
WBGene00007179	3	3	3	3	3	3	3	3
WBGene00007180	5.196291131	3.15874315	4.559730357	4.034047332	4.792543263	4.671595897	4.701262307	5.211103024
WBGene00007181	3.200744779	3.431828966	3	3	3.514566991	3	3	3.21143436
WBGene00007182	3	3.15874315	3.156509871	3	3	3.448137644	3.161589261	3
WBGene00007183	3.200744779	3.661358331	3	3	3	3.313654502	3.438884535	3
WBGene00001094	3.675514316	3.15874315	3.297690316	3.177560818	3	3	3.161589261	3
WBGene00007184	8.898971708	8.278063408	8.102026531	8.270096265	8.158409334	8.294590941	8.408763266	8.926495034
WBGene00007185	3	3	3	3	3.146839394	3	3	3
WBGene00000268	5.530402515	4.113128386	4.559730357	4.287278042	4.836486432	4.827797054	5.224681477	5.559002657
WBGene00004980	6.24938713	5.61301881	5.95617975	6.504193203	6.382451008	6.319838105	6.305809435	6.251460536
WBGene00007186	3.675514316	3.15874315	3	3	3.514566991	3.16533442	3.438884535	3
WBGene00000235	3	3	3	3	3	3	3	3
WBGene00007187	3.804431592	3	3.426278156	3.177560818	3.402093432	3.448137644	3.30688891	3.559263004
WBGene00007188	3	3	3	3.177560818	3.146839394	3	3	3
WBGene00002178	4.556203609	3.551153539	4.559730357	3.726700989	4.747219462	4.296963599	3.871552142	4.817795216
WBGene00015202	3	3	3.156509871	3	3	3	3.161589261	3
WBGene00007189	3	3.301737941	3.156509871	3.177560818	3.280104283	3	3.438884535	3
WBGene00005016	3	3	3	3	3	3	3	3
WBGene00007190	3	3	3	3	3	3	3	3
WBGene00007191	3.533936598	3	3.297690316	3.177560818	3.146839394	3.789567328	3.559809383	3.395805922
WBGene00007192	3.533936598	3.661358331	3.754908845	3	3	3.313654502	3.871552142	3.839309669
WBGene00007193	3	3.551153539	3.426278156	3.177560818	3.146839394	3	3	3
WBGene00007194	3.533936598	3	3	3	3	3.16533442	3.30688891	3.559263004
WBGene00000529	4.133781893	4.260489666	3.849689043	5.139215116	4.836486432	4.671595897	4.047306292	4.941518661
WBGene00005149	3	3	3.297690316	3	3	3.16533442	3	3
WBGene00007044	4.133781893	4.1886897	4.950351706	4.123488153	5.402081737	5.055569097	4.592070135	5.597135522
WBGene00015203	3.376938259	3.15874315	3.156509871	3.177560818	3	3.16533442	3	3
WBGene00003730	3.376938259	3.551153539	4.022394409	4.207706244	3.146839394	3.16533442	4.203955806	4.941518661
WBGene00015204	3	3.301737941	3	3	3.280104283	3.16533442	3.30688891	3.559263004
WBGene00015205	3	3	3	3	3	3	3.161589261	3
WBGene00015206	3.376938259	3	3	3.335643599	3	3	3	3
WBGene00015207	5.948249124	5.274520699	5.481169693	5.339158429	5.311569696	4.827797054	5.662965955	5.870571949
WBGene00015208	3.200744779	3	3	3.335643599	3.146839394	3.16533442	3.161589261	3.21143436
WBGene00015210	3	3	3	3	3	3	3	3
WBGene00015211	3	3	3	3	3	3	3	3
WBGene00006814	4.822915998	4.1886897	4.380854054	4.80257885	5.593507323	5.550171718	5.029093756	5.806916467
WBGene00015213	4.133781893	3.948984728	3.54433698	3.607749765	4.440559578	4.615530216	3.962103937	4.366469162
WBGene00015214	3	3	3	3	3	3	3	3
WBGene00015215	3	3	3	3	3	3	3	3
WBGene00015216	3	3	3	3	3.146839394	3	3	3
WBGene00015217	3.804431592	3	3.754908845	3.607749765	3.618902645	3.789567328	3.671377669	4.073732044
WBGene00015218	3	3.15874315	3.297690316	3	3.146839394	3.16533442	3	3
WBGene00015227	3	3	3	3	3	3	3	3
WBGene00006006	3	3	3	3	3	3	3	3
WBGene00015219	3	3.301737941	3.426278156	3	3.618902645	3.571146702	3.30688891	3.21143436
WBGene00015220	3.200744779	3	3.297690316	3.335643599	3.280104283	3.448137644	3.30688891	3
WBGene00015221	3	3	3.156509871	3	3	3	3.161589261	3
WBGene00015222	3.200744779	3	3.426278156	3.607749765	3	3.313654502	3.438884535	3
WBGene00015223	3.376938259	3	3.156509871	3.177560818	3.402093432	3.313654502	3.438884535	4.073732044
WBGene00015224	3	3.763738925	4.176617942	3.478102426	4.258722274	3.684486619	3.671377669	3.559263004
WBGene00015225	3	3	3	3	3	3	3	3
WBGene00015226	3	3	3	3	3	3	3	3
WBGene00001432	3.200744779	3.431828966	3.297690316	3.478102426	3.280104283	3.16533442	3.30688891	3.21143436
WBGene00001228	3	3.301737941	3	3	3.402093432	3.16533442	3	3.21143436
WBGene00015236	3.200744779	3	3	3	3	3	3	3
WBGene00015237	4.133781893	3.859333042	4.022394409	3.938692934	3.807346091	3.571146702	4.276331885	4.275334211
WBGene00015238	4.317833773	4.831436438	4.315935651	4.956555821	4.440559578	4.432940149	4.534209933	4.609709533
WBGene00015239	6.379255719	5.049799228	5.977325657	5.301325329	5.762483118	5.917814356	5.550719215	5.839095261
WBGene00015228	6.866465684	6.155322726	6.45537483	6.520750332	6.209434988	6.210539703	6.160395357	6.452047396
WBGene00015229	3	3	3	3	3	3	3	3
WBGene00015230	3	3	3	3	3	3	3	3
WBGene00015231	3	3.661358331	3.297690316	3.335643599	3.280104283	3.571146702	3.559809383	3.559263004
WBGene00015232	4.822915998	4.456655316	4.815954442	4.362689523	5.280091556	5.097105738	4.276331885	4.751712826
WBGene00015233	4.032129483	3	3.297690316	3.335643599	3.402093432	3.16533442	3.559809383	3.559263004
WBGene00044321	4.133781893	3.301737941	3	3.478102426	3.514566991	3.684486619	3.671377669	3.839309669
WBGene00015235	3	3.301737941	3.297690316	3.607749765	3.146839394	3.313654502	3.161589261	3.395805922
WBGene00001562	6.203363002	5.557090579	5.95617975	6.036214371	6.209434988	6.210539703	6.322997369	6.27517573
WBGene00007195	4.939805331	4.260489666	4.906929012	4.287278042	4.123371269	5.137479889	4.701262307	4.999616359
WBGene00004443	3.200744779	3	3.156509871	3.335643599	3.146839394	3.16533442	3.30688891	3.395805922
WBGene00007196	3.533936598	3.948984728	3.849689043	3.836587268	3.893075286	3.313654502	3.559809383	3.559263004
WBGene00007197	4.760716689	5.406978897	4.614745124	5.301325329	5.075272412	5.176754851	4.534209933	5.634286372
WBGene00007198	3.376938259	3	3	3	3	3	3.161589261	3.21143436
WBGene00007200	3.533936598	4.574024673	4.315935651	5.004434092	4.836486432	4.557197317	3.962103937	4.817795216
WBGene00002212	3	3	3	3	3.402093432	3.313654502	3.30688891	3.559263004
WBGene00003993	4.133781893	3.859333042	3.54433698	4.034047332	4.192633488	3.979226368	4.276331885	3.961277016
WBGene00001443	6.498393145	5.744031007	6.209500088	5.989396364	6.258715816	6.485398971	5.491141398	6.817686405
WBGene00015240	4.228740898	3.763738925	3.938624509	4.689966488	3.807346091	4.146824615	4.276331885	4.073732044
WBGene00015241	3	3.15874315	3	3	3.146839394	3	3	3.21143436
WBGene00015242	3	3	3	3	3	3	3	3
WBGene00015243	3	3	3	3.177560818	3.280104283	3	3	3
WBGene00015244	3	3	3	3	3	3	3	3
WBGene00015245	5.567209548	4.574024673	4.502534237	4.630182696	5.038119541	5.457531753	4.986580321	5.211103024
WBGene00044647	3.922768025	4.328885064	4.022394409	4.50262681	4.258722274	4.366553285	4.473931904	4.817795216
WBGene00006599	6.459763587	5.90950341	5.95617975	6.289096441	6.814677757	6.302187101	6.587632713	7.17365405
WBGene00015246	3	3	3	3	3	3.313654502	3	3
WBGene00015247	3	3	3	3	3.280104283	3	3	3
WBGene00015248	5.24253783	4.682559739	4.862158701	5.09567233	4.700425453	5.214988892	5.224681477	4.941518661
WBGene00015249	4.88254416	4.516533227	4.614745124	4.434354191	4.652062648	4.671595897	4.203955806	4.609709533
WBGene00015250	5.453845566	4.394184202	4.380854054	4.630182696	4.999984546	4.725564028	4.047306292	5.16106624
WBGene00015251	3.376938259	3.15874315	3.297690316	3	3.402093432	3	3.30688891	3.706070801
WBGene00015252	3	3	3	3	3	3	3	3
WBGene00000817	3.675514316	3.15874315	3.156509871	3	3	3	3	3
WBGene00015253	3	3	3	3	3	3	3	3
WBGene00005086	3	3	3	3	3	3	3	3
WBGene00015254	3	3	3	3	3	3	3	3
WBGene00015255	3	3	3	3	3	3	3	3
WBGene00015256	3	3	3	3	3	3	3	3
WBGene00015257	3	3	3	3	3	3	3	3
WBGene00015258	3	3	3	3	3	3	3.161589261	3
WBGene00015259	3	3	3	3.177560818	3.146839394	3.16533442	3.161589261	3
WBGene00015260	3.200744779	3.15874315	3.297690316	3	3.280104283	3.16533442	3	3.21143436
WBGene00015261	3	3	3	3	3	3	3	3
WBGene00077673	3	3	3	3	3	3	3	3
WBGene00006637	4.032129483	3.948984728	3.754908845	3.938692934	3.893075286	3.979226368	3.871552142	4.178051751
WBGene00006479	5.801502327	5.4689101	5.567365889	5.339158429	6.226049676	6.050599178	5.330453063	6.64641955
WBGene00015262	3	3.15874315	3	3.335643599	3.618902645	3.16533442	3.161589261	3
WBGene00015263	4.133781893	4.394184202	4.768221331	4.907033927	4.602022197	4.876319277	4.701262307	4.941518661
WBGene00015264	3	3	3	3	3.280104283	3.313654502	3	3.21143436
WBGene00015265	3	3.15874315	3	3	3.146839394	3	3	3
WBGene00044687	3	3	3	3	3	3	3	3
WBGene00006766	3.804431592	3	3.426278156	3.607749765	3.893075286	3.887511217	4.127756154	4.275334211
WBGene00023421	3	3	3	3	3	3.16533442	3	3.839309669
WBGene00007201	3	3	3	3	3	3	3.438884535	3
WBGene00044083	3	3.301737941	3	3	3.514566991	3.313654502	3	3
WBGene00007202	3	3	3	3	3.146839394	3	3	3
WBGene00007203	3	3	3	3	3	3	3	3.21143436
WBGene00007204	3.200744779	3	3	3.335643599	3	3	3	3
WBGene00007206	3	3	3	3	3	3	3	3
WBGene00007207	4.695714468	3.661358331	4.101565999	4.207706244	4.258722274	4.49640608	3.774933909	4.452187592
WBGene00007208	3	3	3	3	3	3	3	3
WBGene00015266	5.920069657	4.682559739	4.815954442	5.181482124	4.879130601	4.968726293	5.187627876	4.682457633
WBGene00015267	4.627644746	4.1886897	4.247957842	4.207706244	3.973994676	3.887511217	4.473931904	4.533097392
WBGene00015268	3.200744779	3	3.426278156	3.177560818	3.146839394	3.684486619	3	3.559263004
WBGene00007209	3.675514316	3.15874315	3.156509871	3.607749765	3.716198971	3.979226368	3.161589261	3.706070801
WBGene00007210	3.200744779	3	3	3.177560818	3	3	3	3.395805922
WBGene00007211	4.822915998	4.733911367	3.938624509	4.567814026	4.496412524	4.49640608	3.962103937	4.275334211
WBGene00007212	3	3.15874315	3	3	3.146839394	3.313654502	3.30688891	3.21143436
WBGene00044127	3	3.301737941	3	3	3.146839394	3.16533442	3.30688891	3.395805922
WBGene00007213	4.133781893	4.922784263	4.862158701	4.689966488	5.342375655	5.055569097	4.850963174	3.839309669
WBGene00007214	3	3	3	3	3	3.16533442	3.30688891	3.21143436
WBGene00007215	4.032129483	3.661358331	3.65346132	3.607749765	3.807346091	3.887511217	3.559809383	4.275334211
WBGene00007216	4.032129483	4.033389744	4.176617942	3.607749765	3.807346091	3.887511217	3.962103937	4.178051751
WBGene00007217	5.453845566	4.733911367	4.768221331	4.434354191	4.496412524	4.968726293	4.534209933	4.941518661
WBGene00007218	3	3.301737941	3.156509871	3.177560818	3.146839394	3.571146702	3.161589261	3.21143436
WBGene00007219	3	3.15874315	3	3	3.146839394	3.16533442	3.161589261	3
WBGene00077546	3	3	3	3	3	3	3	3
WBGene00015284	3.804431592	4.113128386	3.849689043	3.836587268	3.807346091	3.979226368	3.871552142	4.073732044
WBGene00044294	4.401743307	4.328885064	3.65346132	4.434354191	4.652062648	4.366553285	4.047306292	4.751712826
WBGene00015278	3.533936598	3	3.426278156	3.177560818	3.280104283	3.887511217	3.161589261	3.706070801
WBGene00015279	3.804431592	3.859333042	3.754908845	3.478102426	3.716198971	4.146824615	3.161589261	3.839309669
WBGene00001858	3	3	3	3	3	3	3	3
WBGene00015280	5.41398771	5.049799228	4.906929012	4.907033927	5.514556174	5.821975437	5.396891059	5.705835647
WBGene00015281	3.533936598	4.1886897	3.54433698	3.938692934	3.973994676	3.887511217	4.276331885	4.073732044
WBGene00015282	4.627644746	3.661358331	3.938624509	3.836587268	3.716198971	4.146824615	3.671377669	4.073732044
WBGene00015283	3.804431592	3.301737941	3.754908845	3.726700989	3.402093432	3	4.203955806	3.961277016
WBGene00005017	3	3	3	3	3	3	3	3
WBGene00015285	4.760716689	4.394184202	4.667738829	4.50262681	5.402081737	5.176754851	4.203955806	5.055464737
WBGene00015286	3	3.301737941	3.297690316	3.177560818	3.280104283	3.684486619	3.30688891	3.21143436
WBGene00015287	3	3.301737941	3.426278156	3.335643599	3.146839394	3.448137644	3	3.706070801
WBGene00015288	3	3	3	3	3	3	3	3
WBGene00015291	3.200744779	3	3.297690316	3	3	3.16533442	3	3.395805922
WBGene00006283	3	3	3	3	3	3	3	3
WBGene00006136	3	3	3	3	3	3	3	3
WBGene00006284	3	3	3	3	3	3	3	3
WBGene00005138	3	3	3	3	3	3	3	3
WBGene00015270	3	3	3	3	3	3	3	3
WBGene00015271	3	3	3	3	3	3	3	3
WBGene00015272	3	3	3	3	3	3	3	3
WBGene00015273	3	3	3	3	3	3	3	3
WBGene00015274	7.264053301	6.902816854	7.175806934	7.649529389	7.181310295	7.079532196	7.097487001	7.306175648
WBGene00015275	3	3	3	3	3	3	3	3
WBGene00006467	3	3.15874315	3.297690316	3	3	3.448137644	3.161589261	3
WBGene00015276	3.200744779	3	3.156509871	3	3.280104283	3.16533442	3.30688891	3.395805922
WBGene00004457	3	3	3	3	3	3	3	3.21143436
WBGene00015277	3	3	3	3	3	3	3	3
WBGene00007220	3.922768025	3.763738925	3	3.177560818	3.618902645	3.448137644	3.30688891	3.395805922
WBGene00000523	3.675514316	3.763738925	3.54433698	3	3.716198971	3.571146702	3.438884535	3.961277016
WBGene00015294	3.533936598	3.551153539	3.54433698	3.335643599	3.402093432	3.448137644	3.559809383	3.395805922
WBGene00015295	4.133781893	4.1886897	4.022394409	3.938692934	4.92055037	5.457531753	4.592070135	5.351573998
WBGene00000526	3.804431592	3.431828966	3.297690316	3.478102426	3.514566991	4.146824615	3.671377669	3.706070801
WBGene00003739	3	3	3	3	3	3	3	3
WBGene00015292	3	3	3	3.177560818	3	3.16533442	3	3
